Ekspertkomité,Vurderingsområde,Vitenskapelig navn id,Fremmedartsstatus,Etableringsklasse,Risikokategori 2018,Risikokategori 2023,Skår Invasjonspotensial,Skår Økologisk effekt,Vitenskapelig navn id,Klimaeffekter invasjonspotensial,Klimaeffekter økologisk effekt
"Sopper, det gule riket og bakterier",Fastlands-Norge med havområder,128559,Selvstendig reproduserende,E,HI,PH,4.0,1.0,128559,Ja,Nei
"Sopper, det gule riket og bakterier",Fastlands-Norge med havområder,128137,Selvstendig reproduserende,D2,LO,LO,3.0,1.0,128137,Ja,Nei
"Sopper, det gule riket og bakterier",Fastlands-Norge med havområder,128138,Selvstendig reproduserende,D2,LO,LO,3.0,1.0,128138,Ja,Nei
"Sopper, det gule riket og bakterier",Fastlands-Norge med havområder,67039,Selvstendig reproduserende,D2,NK,LO,2.0,1.0,67039,Ja,Nei
"Sopper, det gule riket og bakterier",Fastlands-Norge med havområder,128560,Selvstendig reproduserende,C2,NK,LO,2.0,1.0,128560,Nei,Nei
"Sopper, det gule riket og bakterier",Fastlands-Norge med havområder,67055,Selvstendig reproduserende,C3,LO,LO,3.0,1.0,67055,Ja,Nei
"Sopper, det gule riket og bakterier",Fastlands-Norge med havområder,128139,Selvstendig reproduserende,C2,LO,LO,3.0,1.0,128139,Ja,Nei
"Sopper, det gule riket og bakterier",Fastlands-Norge med havområder,67071,Selvstendig reproduserende,E,LO,LO,3.0,1.0,67071,Ja,Nei
"Sopper, det gule riket og bakterier",Fastlands-Norge med havområder,128140,Selvstendig reproduserende,D2,LO,LO,3.0,2.0,128140,Ja,Ja
Karplanter,Fastlands-Norge med havområder,214786,Selvstendig reproduserende,D2,LO,LO,3.0,1.0,214786,Nei,Nei
Karplanter,Fastlands-Norge med havområder,214787,Selvstendig reproduserende,D2,LO,LO,3.0,1.0,214787,Nei,Nei
Karplanter,Fastlands-Norge med havområder,127941,Selvstendig reproduserende,C2,NK,LO,2.0,1.0,127941,Nei,Nei
Karplanter,Fastlands-Norge med havområder,170020,Selvstendig reproduserende,C2,NK,NK,1.0,1.0,170020,Nei,Nei
Karplanter,Fastlands-Norge med havområder,170050,Selvstendig reproduserende,C2,NK,NK,1.0,1.0,170050,Nei,Nei
Karplanter,Fastlands-Norge med havområder,103044,Selvstendig reproduserende,C2,LO,LO,2.0,1.0,103044,Ja,Nei
Fisker,Fastlands-Norge med havområder,42681,Regionalt fremmed,D2,SE,SE,4.0,3.0,42681,Ja,Ja
Terrestriske invertebrater,Fastlands-Norge med havområder,216136,Dørstokkart,A,,LO,1.0,3.0,216136,Nei,Ja
Karplanter,Fastlands-Norge med havområder,217608,Dørstokkart,B2,,LO,2.0,1.0,217608,Nei,Nei
Karplanter,Fastlands-Norge med havområder,101653,Selvstendig reproduserende,D2,LO,HI,4.0,2.0,101653,Nei,Nei
Karplanter,Fastlands-Norge med havområder,217609,Dørstokkart,B2,,LO,2.0,1.0,217609,Nei,Nei
Karplanter,Fastlands-Norge med havområder,101654,Selvstendig reproduserende,C2,LO,LO,3.0,1.0,101654,Nei,Nei
Karplanter,Fastlands-Norge med havområder,101655,Selvstendig reproduserende,C3,LO,PH,4.0,1.0,101655,Nei,Nei
Karplanter,Fastlands-Norge med havområder,128848,Selvstendig reproduserende,C2,NK,LO,2.0,1.0,128848,Nei,Nei
Karplanter,Fastlands-Norge med havområder,102761,Selvstendig reproduserende,C3,NK,LO,2.0,1.0,102761,Nei,Nei
Karplanter,Fastlands-Norge med havområder,102762,Selvstendig reproduserende,C2,NK,LO,2.0,1.0,102762,Ja,Nei
Karplanter,Fastlands-Norge med havområder,102763,Selvstendig reproduserende,E,HI,HI,4.0,2.0,102763,Nei,Nei
Karplanter,Fastlands-Norge med havområder,102764,Selvstendig reproduserende,C3,LO,LO,2.0,1.0,102764,Nei,Nei
Karplanter,Fastlands-Norge med havområder,102765,Selvstendig reproduserende,C2,LO,LO,3.0,1.0,102765,Nei,Nei
Karplanter,Fastlands-Norge med havområder,217615,Dørstokkart,A,,NK,1.0,1.0,217615,Nei,Nei
Karplanter,Fastlands-Norge med havområder,204861,Selvstendig reproduserende,C2,,LO,2.0,1.0,204861,Ja,Nei
Karplanter,Fastlands-Norge med havområder,102772,Selvstendig reproduserende,C3,NK,LO,2.0,1.0,102772,Nei,Nei
Terrestriske invertebrater,Fastlands-Norge med havområder,111186,Dørstokkart,C0,LO,PH,4.0,1.0,111186,Ja,Nei
Terrestriske invertebrater,Fastlands-Norge med havområder,111187,Dørstokkart,A,NK,NK,1.0,1.0,111187,Nei,Nei
Marine invertebrater,Svalbard med kystsone,44351,Dørstokkart,A,,LO,2.0,1.0,44351,Ja,Nei
Limniske invertebrater,Fastlands-Norge med havområder,216965,Dørstokkart,A,,LO,1.0,3.0,216965,Nei,Nei
Marine invertebrater,Svalbard med kystsone,4818,Dørstokkart,A,LO,LO,2.0,1.0,4818,Ja,Nei
Marine invertebrater,Svalbard med kystsone,220172,Dørstokkart,A,,LO,3.0,1.0,220172,Ja,Nei
Pattedyr,Fastlands-Norge med havområder,170139,Dørstokkart,A,LO,NK,1.0,1.0,170139,Nei,Nei
Karplanter,Fastlands-Norge med havområder,170181,Selvstendig reproduserende,C2,NK,LO,2.0,1.0,170181,Ja,Nei
"Sopper, det gule riket og bakterier",Fastlands-Norge med havområder,220366,Dørstokkart,A,,HI,3.0,3.0,220366,Ja,Ja
Marine invertebrater,Fastlands-Norge med havområder,128536,Dørstokkart,A,LO,LO,3.0,1.0,128536,Ja,Nei
Karplanter,Fastlands-Norge med havområder,157053,Dørstokkart,B2,,NK,1.0,1.0,157053,Nei,Nei
Fugler,Fastlands-Norge med havområder,154916,Dørstokkart,A,,LO,1.0,2.0,154916,Nei,Nei
Karplanter,Fastlands-Norge med havområder,102909,Selvstendig reproduserende,C2,LO,LO,3.0,1.0,102909,Nei,Nei
Rundormer og flatormer,Fastlands-Norge med havområder,216439,Dørstokkart,A,,HI,4.0,2.0,216439,Ja,Nei
Limniske invertebrater,Fastlands-Norge med havområder,220548,Dørstokkart,A,,PH,1.0,4.0,220548,Nei,Ja
Limniske invertebrater,Fastlands-Norge med havområder,220547,Dørstokkart,A,,PH,1.0,4.0,220547,Nei,Ja
Limniske invertebrater,Fastlands-Norge med havområder,216967,Dørstokkart,A,,SE,3.0,4.0,216967,Ja,Ja
Limniske invertebrater,Fastlands-Norge med havområder,216969,Dørstokkart,A,,PH,1.0,4.0,216969,Nei,Ja
Limniske invertebrater,Fastlands-Norge med havområder,216970,Dørstokkart,A,,PH,1.0,4.0,216970,Nei,Ja
Limniske invertebrater,Fastlands-Norge med havområder,216971,Dørstokkart,A,,PH,1.0,4.0,216971,Nei,Ja
Marine invertebrater,Fastlands-Norge med havområder,224963,Dørstokkart,C0,,HI,4.0,2.0,224963,Ja,Ja
Limniske invertebrater,Fastlands-Norge med havområder,216974,Dørstokkart,A,,LO,3.0,1.0,216974,Nei,Nei
Karplanter,Fastlands-Norge med havområder,217626,Selvstendig reproduserende,C3,LO,LO,2.0,1.0,217626,Nei,Nei
Karplanter,Fastlands-Norge med havområder,100040,Selvstendig reproduserende,C3,NK,NK,1.0,1.0,100040,Nei,Nei
Karplanter,Fastlands-Norge med havområder,100041,Selvstendig reproduserende,C3,NK,NK,1.0,1.0,100041,Nei,Nei
Karplanter,Fastlands-Norge med havområder,100049,Selvstendig reproduserende,E,SE,SE,4.0,3.0,100049,Nei,Nei
Karplanter,Fastlands-Norge med havområder,100050,Selvstendig reproduserende,E,HI,SE,4.0,3.0,100050,Nei,Nei
Karplanter,Svalbard med kystsone,100052,Selvstendig reproduserende,C3,LO,LO,2.0,2.0,100052,Nei,Nei
Marine invertebrater,Fastlands-Norge med havområder,51356,Dørstokkart,A,HI,LO,3.0,2.0,51356,Ja,Ja
Karplanter,Fastlands-Norge med havområder,141629,Selvstendig reproduserende,D1,LO,HI,4.0,2.0,141629,Nei,Nei
Karplanter,Fastlands-Norge med havområder,103308,Selvstendig reproduserende,C2,LO,LO,2.0,1.0,103308,Nei,Nei
Karplanter,Fastlands-Norge med havområder,103309,Selvstendig reproduserende,C2,NK,LO,2.0,1.0,103309,Nei,Nei
Karplanter,Fastlands-Norge med havområder,102407,Selvstendig reproduserende,C2,LO,PH,4.0,1.0,102407,Nei,Nei
Karplanter,Fastlands-Norge med havområder,170621,Selvstendig reproduserende,D1,LO,LO,2.0,1.0,170621,Nei,Nei
Karplanter,Fastlands-Norge med havområder,103313,Selvstendig reproduserende,C2,LO,LO,3.0,1.0,103313,Nei,Nei
Karplanter,Fastlands-Norge med havområder,103314,Selvstendig reproduserende,C2,LO,LO,3.0,1.0,103314,Nei,Nei
Karplanter,Fastlands-Norge med havområder,103315,Selvstendig reproduserende,E,HI,HI,4.0,2.0,103315,Nei,Nei
Karplanter,Fastlands-Norge med havområder,223003,Dørstokkart,B2,,LO,3.0,2.0,223003,Nei,Nei
Karplanter,Fastlands-Norge med havområder,103317,Selvstendig reproduserende,C3,LO,LO,3.0,1.0,103317,Nei,Nei
Karplanter,Fastlands-Norge med havområder,217630,Dørstokkart,B2,,LO,2.0,1.0,217630,Ja,Nei
Alger,Fastlands-Norge med havområder,217321,Dørstokkart,C0,,LO,3.0,1.0,217321,Nei,Nei
Karplanter,Fastlands-Norge med havområder,157157,Selvstendig reproduserende,C2,NK,NK,1.0,1.0,157157,Nei,Nei
Karplanter,Fastlands-Norge med havområder,157159,Dørstokkart,B2,,LO,2.0,1.0,157159,Ja,Nei
Karplanter,Fastlands-Norge med havområder,99575,Selvstendig reproduserende,C2,LO,LO,3.0,1.0,99575,Nei,Nei
Karplanter,Fastlands-Norge med havområder,217635,Dørstokkart,B2,,LO,2.0,1.0,217635,Ja,Nei
Fisker,Fastlands-Norge med havområder,216523,Dørstokkart,A,,NK,1.0,1.0,216523,Nei,Nei
Terrestriske invertebrater,Fastlands-Norge med havområder,12801,Selvstendig reproduserende,C2,PH,LO,3.0,1.0,12801,Ja,Nei
Terrestriske invertebrater,Fastlands-Norge med havområder,12802,Selvstendig reproduserende,D2,LO,LO,3.0,1.0,12802,Ja,Nei
Karplanter,Fastlands-Norge med havområder,99578,Selvstendig reproduserende,D2,LO,LO,3.0,1.0,99578,Nei,Nei
Karplanter,Fastlands-Norge med havområder,99579,Selvstendig reproduserende,C3,LO,LO,2.0,1.0,99579,Nei,Nei
Karplanter,Fastlands-Norge med havområder,100581,Selvstendig reproduserende,C2,LO,LO,2.0,1.0,100581,Nei,Nei
Karplanter,Fastlands-Norge med havområder,127946,Selvstendig reproduserende,C3,LO,LO,2.0,1.0,127946,Nei,Nei
Karplanter,Fastlands-Norge med havområder,99424,Selvstendig reproduserende,D1,PH,PH,4.0,1.0,99424,Nei,Nei
Karplanter,Fastlands-Norge med havområder,214828,Selvstendig reproduserende,C2,LO,LO,3.0,1.0,214828,Nei,Nei
Karplanter,Fastlands-Norge med havområder,145563,Selvstendig reproduserende,C2,NK,LO,2.0,1.0,145563,Nei,Nei
Karplanter,Fastlands-Norge med havområder,101927,Selvstendig reproduserende,C3,NK,LO,2.0,1.0,101927,Nei,Nei
Karplanter,Fastlands-Norge med havområder,101928,Selvstendig reproduserende,C2,NK,LO,2.0,1.0,101928,Nei,Nei
Karplanter,Fastlands-Norge med havområder,101929,Selvstendig reproduserende,C3,LO,LO,3.0,1.0,101929,Nei,Nei
Karplanter,Fastlands-Norge med havområder,102294,Selvstendig reproduserende,C2,NK,LO,2.0,1.0,102294,Nei,Nei
Karplanter,Fastlands-Norge med havområder,100584,Selvstendig reproduserende,D2,LO,PH,4.0,1.0,100584,Nei,Nei
Karplanter,Fastlands-Norge med havområder,100585,Selvstendig reproduserende,E,PH,PH,4.0,1.0,100585,Nei,Nei
Karplanter,Fastlands-Norge med havområder,102208,Selvstendig reproduserende,C3,NK,LO,2.0,1.0,102208,Nei,Nei
Karplanter,Fastlands-Norge med havområder,102214,Selvstendig reproduserende,D2,NK,LO,2.0,1.0,102214,Nei,Nei
Fisker,Fastlands-Norge med havområder,216525,Dørstokkart,A,,LO,2.0,2.0,216525,Ja,Ja
Limniske invertebrater,Fastlands-Norge med havområder,216976,Dørstokkart,A,,LO,3.0,1.0,216976,Ja,Nei
Marine invertebrater,Fastlands-Norge med havområder,128083,Dørstokkart,A,SE,SE,4.0,4.0,128083,Ja,Ja
Karplanter,Fastlands-Norge med havområder,100587,Selvstendig reproduserende,C2,NK,LO,2.0,1.0,100587,Nei,Nei
Terrestriske invertebrater,Fastlands-Norge med havområder,27434,Selvstendig reproduserende,D2,NK,LO,2.0,1.0,27434,Nei,Nei
Karplanter,Fastlands-Norge med havområder,217640,Dørstokkart,B2,,LO,2.0,1.0,217640,Nei,Nei
Karplanter,Fastlands-Norge med havområder,101932,Selvstendig reproduserende,C3,LO,LO,3.0,1.0,101932,Nei,Nei
Karplanter,Fastlands-Norge med havområder,102244,Selvstendig reproduserende,C2,LO,LO,2.0,1.0,102244,Nei,Nei
Karplanter,Fastlands-Norge med havområder,102246,Selvstendig reproduserende,E,LO,PH,4.0,1.0,102246,Nei,Nei
Karplanter,Fastlands-Norge med havområder,102249,Selvstendig reproduserende,,NK,NK,1.0,1.0,102249,Nei,Nei
Karplanter,Fastlands-Norge med havområder,102250,Selvstendig reproduserende,C3,LO,LO,2.0,1.0,102250,Nei,Nei
Karplanter,Fastlands-Norge med havområder,102251,Selvstendig reproduserende,D2,LO,HI,4.0,2.0,102251,Nei,Nei
Karplanter,Fastlands-Norge med havområder,102254,Selvstendig reproduserende,C3,NK,NK,1.0,1.0,102254,Nei,Nei
Karplanter,Fastlands-Norge med havområder,102255,Selvstendig reproduserende,E,PH,PH,4.0,1.0,102255,Nei,Nei
Karplanter,Fastlands-Norge med havområder,102259,Selvstendig reproduserende,D2,LO,LO,3.0,1.0,102259,Nei,Nei
Karplanter,Fastlands-Norge med havområder,103320,Selvstendig reproduserende,D2,LO,LO,3.0,2.0,103320,Nei,Nei
Karplanter,Fastlands-Norge med havområder,165693,Selvstendig reproduserende,E,HI,HI,4.0,2.0,165693,Nei,Nei
Karplanter,Fastlands-Norge med havområder,165694,Dørstokkart,B2,,NK,1.0,1.0,165694,Nei,Nei
Karplanter,Fastlands-Norge med havområder,103322,Selvstendig reproduserende,C2,LO,LO,3.0,1.0,103322,Nei,Nei
Karplanter,Fastlands-Norge med havområder,223506,Selvstendig reproduserende,,LO,PH,4.0,1.0,223506,Nei,Nei
Karplanter,Fastlands-Norge med havområder,223507,Selvstendig reproduserende,C3,NK,LO,2.0,1.0,223507,Nei,Nei
Karplanter,Fastlands-Norge med havområder,143482,Selvstendig reproduserende,C3,NK,NK,1.0,1.0,143482,Nei,Nei
Terrestriske invertebrater,Fastlands-Norge med havområder,7982,Selvstendig reproduserende,C2,LO,PH,4.0,1.0,7982,Ja,Nei
Rundormer og flatormer,Fastlands-Norge med havområder,128876,Selvstendig reproduserende,E,PH,SE,4.0,3.0,128876,Ja,Ja
Rundormer og flatormer,Fastlands-Norge med havområder,128875,Selvstendig reproduserende,E,PH,SE,4.0,3.0,128875,Ja,Ja
"Sopper, det gule riket og bakterier",Fastlands-Norge med havområder,128951,Selvstendig reproduserende,D2,LO,LO,3.0,1.0,128951,Ja,Nei
Karplanter,Fastlands-Norge med havområder,100059,Selvstendig reproduserende,E,LO,LO,3.0,2.0,100059,Nei,Nei
Karplanter,Fastlands-Norge med havområder,100061,Selvstendig reproduserende,E,HI,SE,4.0,3.0,100061,Nei,Nei
Karplanter,Fastlands-Norge med havområder,157382,Dørstokkart,A,,NK,1.0,1.0,157382,Nei,Nei
Limniske invertebrater,Fastlands-Norge med havområder,128086,Dørstokkart,A,,LO,3.0,2.0,128086,Ja,Nei
Terrestriske invertebrater,Fastlands-Norge med havområder,9137,Dørstokkart,C0,LO,LO,3.0,2.0,9137,Ja,Nei
Terrestriske invertebrater,Fastlands-Norge med havområder,216147,Dørstokkart,A,,PH,4.0,1.0,216147,Nei,Nei
Fisker,Fastlands-Norge med havområder,42637,Selvstendig reproduserende,E,LO,SE,4.0,3.0,42637,Ja,Ja
"Sopper, det gule riket og bakterier",Fastlands-Norge med havområder,169962,Selvstendig reproduserende,E,LO,LO,3.0,1.0,169962,Ja,Nei
Marine invertebrater,Fastlands-Norge med havområder,51109,Selvstendig reproduserende,E,PH,LO,2.0,1.0,51109,Nei,Nei
Marine invertebrater,Fastlands-Norge med havområder,128541,Selvstendig reproduserende,E,LO,HI,4.0,2.0,128541,Ja,Ja
Alger,Fastlands-Norge med havområder,216666,Dørstokkart,A,,LO,3.0,1.0,216666,Nei,Nei
Terrestriske invertebrater,Fastlands-Norge med havområder,170159,Dørstokkart,C0,NK,LO,3.0,1.0,170159,Ja,Nei
Marine invertebrater,Svalbard med kystsone,170560,Dørstokkart,A,LO,LO,3.0,1.0,170560,Ja,Nei
Marine invertebrater,Fastlands-Norge med havområder,220074,Dørstokkart,A,,LO,3.0,1.0,220074,Nei,Nei
Terrestriske invertebrater,Fastlands-Norge med havområder,110951,Selvstendig reproduserende,C2,PH,LO,3.0,1.0,110951,Nei,Nei
Amfibier og reptiler,Fastlands-Norge med havområder,216706,Dørstokkart,A,,NK,1.0,1.0,216706,Nei,Nei
Alger,Fastlands-Norge med havområder,216667,Dørstokkart,A,,LO,2.0,1.0,216667,Nei,Nei
Alger,Fastlands-Norge med havområder,202358,Dørstokkart,A,,LO,3.0,1.0,202358,Ja,Nei
Alger,Fastlands-Norge med havområder,128114,Selvstendig reproduserende,C2,PH,HI,4.0,2.0,128114,Ja,Nei
Karplanter,Fastlands-Norge med havområder,217664,Dørstokkart,A,,NK,1.0,1.0,217664,Nei,Nei
"Sopper, det gule riket og bakterier",Fastlands-Norge med havområder,225838,Dørstokkart,A,,NK,1.0,1.0,225838,Nei,Nei
"Sopper, det gule riket og bakterier",Fastlands-Norge med havområder,128564,Selvstendig reproduserende,C3,LO,LO,3.0,1.0,128564,Ja,Nei
Karplanter,Fastlands-Norge med havområder,217665,Dørstokkart,B2,,LO,2.0,1.0,217665,Nei,Nei
Karplanter,Fastlands-Norge med havområder,217666,Dørstokkart,A,,LO,1.0,2.0,217666,Nei,Nei
"Sopper, det gule riket og bakterier",Fastlands-Norge med havområder,138041,Selvstendig reproduserende,C2,PH,PH,4.0,1.0,138041,Ja,Nei
"Sopper, det gule riket og bakterier",Fastlands-Norge med havområder,216824,Dørstokkart,A,,LO,3.0,1.0,216824,Ja,Nei
"Sopper, det gule riket og bakterier",Fastlands-Norge med havområder,122567,Dørstokkart,A,,LO,3.0,2.0,122567,Nei,Nei
"Sopper, det gule riket og bakterier",Fastlands-Norge med havområder,216821,Dørstokkart,A,,LO,3.0,2.0,216821,Nei,Nei
"Sopper, det gule riket og bakterier",Fastlands-Norge med havområder,216822,Dørstokkart,A,,LO,3.0,2.0,216822,Nei,Nei
"Sopper, det gule riket og bakterier",Fastlands-Norge med havområder,216823,Dørstokkart,A,,LO,3.0,2.0,216823,Nei,Nei
Karplanter,Fastlands-Norge med havområder,101497,Selvstendig reproduserende,E,LO,PH,4.0,1.0,101497,Nei,Nei
Karplanter,Fastlands-Norge med havområder,101498,Selvstendig reproduserende,C2,NK,LO,2.0,1.0,101498,Nei,Nei
Limniske invertebrater,Fastlands-Norge med havområder,216981,Dørstokkart,B1,,PH,4.0,1.0,216981,Nei,Nei
Rundormer og flatormer,Fastlands-Norge med havområder,127730,Selvstendig reproduserende,E,SE,HI,2.0,4.0,127730,Ja,Nei
Marine invertebrater,Svalbard med kystsone,127730,Dørstokkart,A,,SE,3.0,4.0,127730,Nei,Nei
Limniske invertebrater,Fastlands-Norge med havområder,216149,Dørstokkart,A,,LO,2.0,1.0,216149,Nei,Nei
Terrestriske invertebrater,Fastlands-Norge med havområder,26252,Selvstendig reproduserende,D1,LO,LO,2.0,1.0,26252,Nei,Nei
Terrestriske invertebrater,Fastlands-Norge med havområder,216151,Dørstokkart,A,,LO,3.0,1.0,216151,Ja,Nei
Limniske invertebrater,Fastlands-Norge med havområder,121381,Selvstendig reproduserende,C2,,PH,4.0,1.0,121381,Ja,Nei
Karplanter,Fastlands-Norge med havområder,129591,Selvstendig reproduserende,E,LO,LO,3.0,1.0,129591,Nei,Nei
Marine invertebrater,Fastlands-Norge med havområder,220077,Dørstokkart,A,,LO,2.0,1.0,220077,Ja,Nei
Alger,Fastlands-Norge med havområder,216668,Dørstokkart,A,,LO,3.0,1.0,216668,Ja,Nei
Terrestriske invertebrater,Fastlands-Norge med havområder,129664,Dørstokkart,C0,LO,HI,4.0,2.0,129664,Ja,Ja
Terrestriske invertebrater,Fastlands-Norge med havområder,7468,Selvstendig reproduserende,D2,SE,SE,4.0,4.0,7468,Ja,Nei
Terrestriske invertebrater,Fastlands-Norge med havområder,5433,Dørstokkart,A,LO,NK,1.0,1.0,5433,Nei,Nei
Terrestriske invertebrater,Fastlands-Norge med havområder,5398,Dørstokkart,A,LO,NK,1.0,1.0,5398,Nei,Nei
Karplanter,Fastlands-Norge med havområder,100381,Selvstendig reproduserende,D2,NK,LO,3.0,1.0,100381,Nei,Nei
Karplanter,Fastlands-Norge med havområder,211735,Selvstendig reproduserende,D2,LO,PH,4.0,1.0,211735,Nei,Nei
Karplanter,Fastlands-Norge med havområder,211739,Selvstendig reproduserende,C3,SE,SE,4.0,3.0,211739,Nei,Nei
Marine invertebrater,Fastlands-Norge med havområder,220080,Dørstokkart,A,,NK,1.0,1.0,220080,Nei,Nei
Karplanter,Fastlands-Norge med havområder,100601,Selvstendig reproduserende,D2,LO,LO,3.0,1.0,100601,Nei,Nei
Karplanter,Fastlands-Norge med havområder,100604,Selvstendig reproduserende,C3,LO,PH,4.0,1.0,100604,Nei,Nei
Terrestriske invertebrater,Fastlands-Norge med havområder,121284,Dørstokkart,A,NK,LO,3.0,1.0,121284,Ja,Nei
Terrestriske invertebrater,Fastlands-Norge med havområder,121303,Selvstendig reproduserende,E,HI,HI,4.0,2.0,121303,Ja,Ja
Terrestriske invertebrater,Fastlands-Norge med havområder,169734,Dørstokkart,B1,LO,LO,3.0,1.0,169734,Ja,Nei
Karplanter,Fastlands-Norge med havområder,99438,Selvstendig reproduserende,C2,LO,LO,3.0,1.0,99438,Nei,Nei
Karplanter,Fastlands-Norge med havområder,99439,Selvstendig reproduserende,D1,LO,PH,4.0,1.0,99439,Nei,Nei
Marine invertebrater,Fastlands-Norge med havområder,128991,Selvstendig reproduserende,C2,SE,SE,4.0,3.0,128991,Ja,Ja
Marine invertebrater,Fastlands-Norge med havområder,128992,Selvstendig reproduserende,C2,HI,HI,4.0,2.0,128992,Ja,Ja
Marine invertebrater,Svalbard med kystsone,128992,Dørstokkart,C0,LO,LO,2.0,1.0,128992,Ja,Nei
Limniske invertebrater,Fastlands-Norge med havområder,128070,Dørstokkart,A,,HI,3.0,3.0,128070,Ja,Nei
Moser,Fastlands-Norge med havområder,213917,Dørstokkart,A,,LO,2.0,1.0,213917,Nei,Nei
Terrestriske invertebrater,Fastlands-Norge med havområder,7711,Dørstokkart,B1,LO,LO,3.0,1.0,7711,Ja,Nei
Karplanter,Fastlands-Norge med havområder,217687,Dørstokkart,A,,LO,2.0,2.0,217687,Nei,Nei
Karplanter,Fastlands-Norge med havområder,100327,Selvstendig reproduserende,,SE,SE,4.0,3.0,100327,Nei,Nei
Karplanter,Fastlands-Norge med havområder,100328,Selvstendig reproduserende,E,SE,SE,4.0,3.0,100328,Nei,Nei
Karplanter,Fastlands-Norge med havområder,217688,Dørstokkart,A,,LO,2.0,1.0,217688,Nei,Nei
Karplanter,Fastlands-Norge med havområder,157753,Dørstokkart,A,LO,PH,4.0,1.0,157753,Nei,Nei
Karplanter,Fastlands-Norge med havområder,169119,Dørstokkart,A,LO,HI,4.0,2.0,169119,Nei,Nei
Terrestriske invertebrater,Fastlands-Norge med havområder,127865,Dørstokkart,B1,,LO,2.0,1.0,127865,Ja,Nei
Karplanter,Fastlands-Norge med havområder,101502,Selvstendig reproduserende,E,LO,PH,4.0,1.0,101502,Nei,Nei
Karplanter,Fastlands-Norge med havområder,101231,Selvstendig reproduserende,E,HI,HI,4.0,2.0,101231,Nei,Nei
"Sopper, det gule riket og bakterier",Fastlands-Norge med havområder,216826,Dørstokkart,A,,LO,3.0,2.0,216826,Nei,Nei
Terrestriske invertebrater,Fastlands-Norge med havområder,110333,Selvstendig reproduserende,C3,LO,LO,3.0,2.0,110333,Ja,Nei
Terrestriske invertebrater,Fastlands-Norge med havområder,12810,Selvstendig reproduserende,D2,LO,LO,3.0,1.0,12810,Ja,Nei
Karplanter,Fastlands-Norge med havområder,103636,Selvstendig reproduserende,C3,LO,LO,3.0,1.0,103636,Nei,Nei
Karplanter,Fastlands-Norge med havområder,102725,Selvstendig reproduserende,D1,NK,LO,3.0,1.0,102725,Nei,Nei
Terrestriske invertebrater,Fastlands-Norge med havområder,7473,Dørstokkart,A,LO,LO,1.0,2.0,7473,Nei,Nei
